subset,1,,num_trips,avg_duration,hours,minutes,seconds
weekdays,1043,87,7,1380.2857142857142,0.0,23.0,0.0
weekdays,1043,98,6,1118.0,0.0,18.0,38.0
weekdays,1043,116,28,286.9642857142857,0.0,4.0,46.0
weekdays,1043,117,184,995.1684782608696,0.0,16.0,35.0
weekdays,1043,131,106,716.0094339622641,0.0,11.0,56.0
weekdays,1043,132,106,627.2924528301887,0.0,10.0,27.0
weekdays,1043,138,22,982.7272727272727,0.0,16.0,22.0
weekdays,1043,140,5,1351.0,0.0,22.0,31.0
weekdays,1043,150,43,811.8837209302326,0.0,13.0,31.0
weekdays,1043,151,15,1155.6,0.0,19.0,15.0
weekdays,1043,156,145,509.7103448275862,0.0,8.0,29.0
weekdays,1043,157,719,657.9471488178025,0.0,10.0,57.0
weekdays,1043,212,0,,,,
weekdays,1043,214,47,992.0425531914893,0.0,16.0,32.0
weekdays,1043,215,12,429.9166666666667,0.0,7.0,9.0
weekdays,1043,216,69,505.6231884057971,0.0,8.0,25.0
weekdays,1043,217,4,1023.0,0.0,17.0,3.0
weekdays,1043,219,18,3538.1111111111113,0.0,58.0,58.0
weekdays,1043,220,73,1373.13698630137,0.0,22.0,53.0
weekdays,1043,221,61,1605.72131147541,0.0,26.0,45.0
weekdays,1043,222,109,802.3761467889908,0.0,13.0,22.0
weekdays,1043,223,11,1349.909090909091,0.0,22.0,29.0
weekdays,1043,298,44,811.9772727272727,0.0,13.0,31.0
weekdays,1043,301,111,584.6486486486486,0.0,9.0,44.0
weekdays,1043,367,64,1029.9375,0.0,17.0,9.0
weekdays,1043,368,3,1597.0,0.0,26.0,37.0
weekdays,1043,638,20,1013.0,0.0,16.0,53.0
weekdays,1043,639,6,1313.5,0.0,21.0,53.0
weekdays,1043,640,18,836.8333333333334,0.0,13.0,56.0
weekdays,1043,641,30,907.8333333333334,0.0,15.0,7.0
weekdays,1043,642,26,631.6538461538462,0.0,10.0,31.0
weekdays,1043,644,13,1260.3846153846155,0.0,21.0,0.0
weekdays,1043,645,369,543.7479674796748,0.0,9.0,3.0
weekdays,1043,646,18,1453.388888888889,0.0,24.0,13.0
weekdays,1043,647,9,1156.6666666666667,0.0,19.0,16.0
weekdays,1043,788,197,671.2842639593908,0.0,11.0,11.0
weekdays,1043,789,147,932.7619047619048,0.0,15.0,32.0
weekdays,1043,790,152,856.671052631579,0.0,14.0,16.0
weekdays,1043,791,33,746.6363636363636,0.0,12.0,26.0
weekdays,1043,792,375,447.56,0.0,7.0,27.0
weekdays,1043,793,33,442.6666666666667,0.0,7.0,22.0
weekdays,1043,794,72,1059.8472222222222,0.0,17.0,39.0
weekdays,1043,795,380,409.9736842105263,0.0,6.0,49.0
weekdays,1043,796,244,712.438524590164,0.0,11.0,52.0
weekdays,1043,797,151,579.6291390728477,0.0,9.0,39.0
weekdays,1043,798,76,1034.1052631578948,0.0,17.0,14.0
weekdays,1043,799,6,957.5,0.0,15.0,57.0
weekdays,1043,800,0,,,,
weekdays,1043,801,66,620.5454545454545,0.0,10.0,20.0
weekdays,1043,802,16,887.4375,0.0,14.0,47.0
weekdays,1043,803,1349,430.75240919199405,0.0,7.0,10.0
weekdays,1043,804,20,765.1,0.0,12.0,45.0
weekdays,1043,806,403,432.96277915632754,0.0,7.0,12.0
weekdays,1043,807,1,1470.0,0.0,24.0,30.0
weekdays,1043,808,32,510.125,0.0,8.0,30.0
weekdays,1043,809,119,953.3193277310925,0.0,15.0,53.0
weekdays,1043,810,282,612.0248226950355,0.0,10.0,12.0
weekdays,1043,811,34,1044.1176470588234,0.0,17.0,24.0
weekdays,1043,812,65,571.4923076923077,0.0,9.0,31.0
weekdays,1043,814,579,407.27979274611397,0.0,6.0,47.0
weekdays,1043,815,12,1296.6666666666667,0.0,21.0,36.0
weekdays,1043,816,9,725.4444444444445,0.0,12.0,5.0
weekdays,1043,817,312,670.0512820512821,0.0,11.0,10.0
weekdays,1043,818,55,860.0545454545454,0.0,14.0,20.0
weekdays,1043,819,41,701.0243902439024,0.0,11.0,41.0
weekdays,1043,908,70,701.0428571428571,0.0,11.0,41.0
weekdays,1043,1043,361,855.9778393351801,0.0,14.0,15.0
weekdays,1043,1044,598,848.4548494983278,0.0,14.0,8.0
weekdays,1043,1045,154,585.5584415584416,0.0,9.0,45.0
weekdays,1043,1046,175,817.8,0.0,13.0,37.0
weekdays,1043,1047,0,,,,
weekdays,1043,1048,57,1106.2280701754387,0.0,18.0,26.0
weekdays,1043,1049,170,787.864705882353,0.0,13.0,7.0
weekdays,1043,1816,32,1269.65625,0.0,21.0,9.0
weekdays,1043,1887,54,768.5185185185185,0.0,12.0,48.0
weekdays,1043,1888,8,669.625,0.0,11.0,9.0
weekdays,1043,1889,26,536.1153846153846,0.0,8.0,56.0
weekdays,1043,1890,10,1238.3,0.0,20.0,38.0
weekdays,1043,1891,8,835.75,0.0,13.0,55.0
weekdays,1043,1892,159,524.7484276729559,0.0,8.0,44.0
weekdays,1043,1893,50,949.66,0.0,15.0,49.0
weekdays,1043,1894,22,745.9090909090909,0.0,12.0,25.0
weekdays,1043,1895,15,927.1333333333333,0.0,15.0,27.0
weekdays,1043,1896,2,1340.0,0.0,22.0,20.0
weekdays,1043,1897,72,686.9166666666666,0.0,11.0,26.0
weekdays,1043,1898,5,822.8,0.0,13.0,42.0
weekdays,1043,1899,3,1239.0,0.0,20.0,39.0
weekdays,1043,1900,70,291.24285714285713,0.0,4.0,51.0
weekdays,1044,2,101,660.8019801980198,0.0,11.0,0.0
weekdays,1044,3,446,1139.726457399103,0.0,18.0,59.0
weekdays,1044,5,934,694.0,0.0,11.0,34.0
weekdays,1044,7,199,392.90954773869345,0.0,6.0,32.0
weekdays,1044,8,213,468.69483568075117,0.0,7.0,48.0
weekdays,1044,22,144,734.2222222222222,0.0,12.0,14.0
weekdays,1044,24,210,690.504761904762,0.0,11.0,30.0
weekdays,1044,33,13,292.61538461538464,0.0,4.0,52.0
weekdays,1044,34,251,414.49003984063745,0.0,6.0,54.0
weekdays,1044,36,242,328.09504132231405,0.0,5.0,28.0
weekdays,1044,49,777,316.62419562419564,0.0,5.0,16.0
weekdays,1044,58,156,1096.2307692307693,0.0,18.0,16.0
weekdays,1044,69,1741,295.1412981045376,0.0,4.0,55.0
weekdays,1044,70,116,397.63793103448273,0.0,6.0,37.0
weekdays,1044,75,73,1332.4383561643835,0.0,22.0,12.0
weekdays,1044,82,353,396.94900849858357,0.0,6.0,36.0
weekdays,1044,83,242,783.603305785124,0.0,13.0,3.0
weekdays,1044,87,146,1019.3424657534247,0.0,16.0,59.0
weekdays,1044,98,129,352.09302325581393,0.0,5.0,52.0
weekdays,1044,116,55,879.4545454545455,0.0,14.0,39.0
weekdays,1044,117,139,1185.0647482014388,0.0,19.0,45.0
weekdays,1044,131,163,309.2638036809816,0.0,5.0,9.0
weekdays,1044,132,900,301.8722222222222,0.0,5.0,1.0
weekdays,1044,138,17,763.4705882352941,0.0,12.0,43.0
weekdays,1044,140,8,1031.125,0.0,17.0,11.0
weekdays,1044,150,86,385.9418604651163,0.0,6.0,25.0
weekdays,1044,151,52,549.7307692307693,0.0,9.0,9.0
weekdays,1044,156,526,504.77186311787074,0.0,8.0,24.0
weekdays,1044,157,593,347.14502529510963,0.0,5.0,47.0
weekdays,1044,212,1,507.0,0.0,8.0,27.0
weekdays,1044,214,402,513.3855721393035,0.0,8.0,33.0
weekdays,1044,215,70,816.2571428571429,0.0,13.0,36.0
weekdays,1044,216,154,374.7857142857143,0.0,6.0,14.0
weekdays,1044,217,215,449.54883720930235,0.0,7.0,29.0
weekdays,1044,219,124,1065.5806451612902,0.0,17.0,45.0
weekdays,1044,220,381,649.3543307086615,0.0,10.0,49.0
weekdays,1044,221,200,1201.97,0.0,20.0,1.0
weekdays,1044,222,156,967.0705128205128,0.0,16.0,7.0
weekdays,1044,223,197,777.9238578680203,0.0,12.0,57.0
weekdays,1044,298,50,430.18,0.0,7.0,10.0
weekdays,1044,301,308,374.0681818181818,0.0,6.0,14.0
weekdays,1044,367,302,731.1920529801324,0.0,12.0,11.0
weekdays,1044,368,100,845.86,0.0,14.0,5.0
weekdays,1044,638,235,770.6085106382978,0.0,12.0,50.0
weekdays,1044,639,235,536.6468085106383,0.0,8.0,56.0
weekdays,1044,640,48,1083.8958333333333,0.0,18.0,3.0
weekdays,1044,641,31,551.4516129032259,0.0,9.0,11.0
weekdays,1044,642,36,285.80555555555554,0.0,4.0,45.0
weekdays,1044,644,423,523.0543735224586,0.0,8.0,43.0
weekdays,1044,645,366,800.3005464480874,0.0,13.0,20.0
weekdays,1044,646,409,748.4376528117359,0.0,12.0,28.0
weekdays,1044,647,291,443.766323024055,0.0,7.0,23.0
weekdays,1044,788,401,773.9850374064838,0.0,12.0,53.0
weekdays,1044,789,127,850.8110236220473,0.0,14.0,10.0
weekdays,1044,790,301,426.0332225913621,0.0,7.0,6.0
weekdays,1044,791,50,511.08,0.0,8.0,31.0
weekdays,1044,792,1168,712.5445205479452,0.0,11.0,52.0
weekdays,1044,793,70,1161.0,0.0,19.0,21.0
weekdays,1044,794,201,1192.7363184079602,0.0,19.0,52.0
weekdays,1044,795,1408,412.7166193181818,0.0,6.0,52.0
weekdays,1044,796,1105,767.1656108597285,0.0,12.0,47.0
weekdays,1044,797,2090,791.8267942583732,0.0,13.0,11.0
weekdays,1044,798,271,539.6420664206642,0.0,8.0,59.0
weekdays,1044,799,78,318.20512820512823,0.0,5.0,18.0
weekdays,1044,800,0,,,,
weekdays,1044,801,32,734.96875,0.0,12.0,14.0
weekdays,1044,802,18,194.66666666666666,0.0,3.0,14.0
weekdays,1044,803,1361,576.2248346803821,0.0,9.0,36.0
weekdays,1044,804,58,392.2758620689655,0.0,6.0,32.0
weekdays,1044,806,815,718.9975460122699,0.0,11.0,58.0
weekdays,1044,807,34,1337.1176470588234,0.0,22.0,17.0
weekdays,1044,808,128,868.75,0.0,14.0,28.0
weekdays,1044,809,229,512.3886462882097,0.0,8.0,32.0
weekdays,1044,810,270,382.64814814814815,0.0,6.0,22.0
weekdays,1044,811,272,539.75,0.0,8.0,59.0
weekdays,1044,812,522,729.5191570881226,0.0,12.0,9.0
weekdays,1044,814,1295,615.4146718146718,0.0,10.0,15.0
weekdays,1044,815,306,727.6143790849674,0.0,12.0,7.0
weekdays,1044,816,202,296.38613861386136,0.0,4.0,56.0
weekdays,1044,817,985,272.1522842639594,0.0,4.0,32.0
weekdays,1044,818,35,732.9428571428572,0.0,12.0,12.0
weekdays,1044,819,186,1082.4408602150538,0.0,18.0,2.0
weekdays,1044,908,289,285.6782006920415,0.0,4.0,45.0
weekdays,1044,1043,871,830.2755453501723,0.0,13.0,50.0
weekdays,1044,1044,1408,709.5639204545455,0.0,11.0,49.0
weekdays,1044,1045,530,766.5471698113207,0.0,12.0,46.0
weekdays,1044,1046,685,380.7722627737226,0.0,6.0,20.0
weekdays,1044,1047,1,763.0,0.0,12.0,43.0
weekdays,1044,1048,208,388.4807692307692,0.0,6.0,28.0
weekdays,1044,1049,91,559.9560439560439,0.0,9.0,19.0
weekdays,1044,1816,1018,420.0333988212181,0.0,7.0,0.0
weekdays,1044,1887,33,571.0909090909091,0.0,9.0,31.0
weekdays,1044,1888,62,553.6129032258065,0.0,9.0,13.0
weekdays,1044,1889,277,822.4404332129964,0.0,13.0,42.0
weekdays,1044,1890,73,1329.5890410958905,0.0,22.0,9.0
weekdays,1044,1891,15,400.3333333333333,0.0,6.0,40.0
weekdays,1044,1892,93,1054.6021505376343,0.0,17.0,34.0
weekdays,1044,1893,105,707.6476190476191,0.0,11.0,47.0
weekdays,1044,1894,153,1017.40522875817,0.0,16.0,57.0
weekdays,1044,1895,78,711.7820512820513,0.0,11.0,51.0
weekdays,1044,1896,64,585.734375,0.0,9.0,45.0
weekdays,1044,1897,384,874.8567708333334,0.0,14.0,34.0
weekdays,1044,1898,76,1095.407894736842,0.0,18.0,15.0
weekdays,1044,1899,48,750.6666666666666,0.0,12.0,30.0
weekdays,1044,1900,84,994.9880952380952,0.0,16.0,34.0
weekdays,1045,2,65,921.0461538461539,0.0,15.0,21.0
weekdays,1045,3,108,1000.2222222222222,0.0,16.0,40.0
weekdays,1045,5,218,582.6605504587156,0.0,9.0,42.0
weekdays,1045,7,133,493.54135338345867,0.0,8.0,13.0
weekdays,1045,8,73,1135.8082191780823,0.0,18.0,55.0
weekdays,1045,22,55,952.2545454545455,0.0,15.0,52.0
weekdays,1045,24,31,579.3225806451613,0.0,9.0,39.0
weekdays,1045,33,12,946.0833333333334,0.0,15.0,46.0
weekdays,1045,34,43,693.9767441860465,0.0,11.0,33.0
weekdays,1045,36,111,936.2972972972973,0.0,15.0,36.0
weekdays,1045,49,73,731.4520547945206,0.0,12.0,11.0
weekdays,1045,58,70,659.8714285714286,0.0,10.0,59.0
weekdays,1045,69,260,439.65,0.0,7.0,19.0
weekdays,1045,70,59,630.1525423728814,0.0,10.0,30.0
weekdays,1045,75,83,858.3253012048193,0.0,14.0,18.0
weekdays,1045,82,107,758.0,0.0,12.0,38.0
weekdays,1045,83,73,1024.5616438356165,0.0,17.0,4.0
weekdays,1045,87,30,1338.1,0.0,22.0,18.0
weekdays,1045,98,30,1385.3,0.0,23.0,5.0
weekdays,1045,116,28,830.1428571428571,0.0,13.0,50.0
weekdays,1045,117,261,587.3563218390805,0.0,9.0,47.0
weekdays,1045,131,56,477.35714285714283,0.0,7.0,57.0
weekdays,1045,132,127,453.5275590551181,0.0,7.0,33.0
weekdays,1045,138,30,521.1333333333333,0.0,8.0,41.0
weekdays,1045,140,8,1470.0,0.0,24.0,30.0
weekdays,1045,150,124,660.3064516129032,0.0,11.0,0.0
weekdays,1045,151,32,741.5,0.0,12.0,21.0
weekdays,1045,156,101,629.1287128712871,0.0,10.0,29.0
weekdays,1045,157,272,684.7941176470588,0.0,11.0,24.0
weekdays,1045,212,0,,,,
weekdays,1045,214,281,604.8078291814946,0.0,10.0,4.0
weekdays,1045,215,25,464.28,0.0,7.0,44.0
weekdays,1045,216,21,510.42857142857144,0.0,8.0,30.0
weekdays,1045,217,52,927.3269230769231,0.0,15.0,27.0
weekdays,1045,219,51,1364.4313725490197,0.0,22.0,44.0
weekdays,1045,220,97,880.4226804123712,0.0,14.0,40.0
weekdays,1045,221,61,1342.983606557377,0.0,22.0,22.0
weekdays,1045,222,307,566.1335504885993,0.0,9.0,26.0
weekdays,1045,223,49,1122.530612244898,0.0,18.0,42.0
weekdays,1045,298,13,532.7692307692307,0.0,8.0,52.0
weekdays,1045,301,30,564.6,0.0,9.0,24.0
weekdays,1045,367,109,876.5137614678899,0.0,14.0,36.0
weekdays,1045,368,37,1007.4054054054054,0.0,16.0,47.0
weekdays,1045,638,70,1051.1571428571428,0.0,17.0,31.0
weekdays,1045,639,108,968.7777777777778,0.0,16.0,8.0
weekdays,1045,640,61,571.2950819672132,0.0,9.0,31.0
weekdays,1045,641,20,986.95,0.0,16.0,26.0
weekdays,1045,642,10,1371.4,0.0,22.0,51.0
weekdays,1045,644,19,1125.0,0.0,18.0,45.0
weekdays,1045,645,214,716.8644859813085,0.0,11.0,56.0
weekdays,1045,646,135,1047.1555555555556,0.0,17.0,27.0
weekdays,1045,647,34,884.3235294117648,0.0,14.0,44.0
weekdays,1045,788,483,353.22360248447205,0.0,5.0,53.0
weekdays,1045,789,772,552.470207253886,0.0,9.0,12.0
weekdays,1045,790,128,851.1484375,0.0,14.0,11.0
weekdays,1045,791,41,348.6585365853659,0.0,5.0,48.0
weekdays,1045,792,255,504.81176470588235,0.0,8.0,24.0
weekdays,1045,793,21,1040.4761904761904,0.0,17.0,20.0
weekdays,1045,794,219,610.1050228310502,0.0,10.0,10.0
weekdays,1045,795,165,337.8727272727273,0.0,5.0,37.0
weekdays,1045,796,819,353.72161172161174,0.0,5.0,53.0
weekdays,1045,797,410,854.6121951219512,0.0,14.0,14.0
weekdays,1045,798,182,936.9945054945055,0.0,15.0,36.0
weekdays,1045,799,23,869.6521739130435,0.0,14.0,29.0
weekdays,1045,800,1,1901.0,0.0,31.0,41.0
weekdays,1045,801,259,297.6332046332046,0.0,4.0,57.0
weekdays,1045,802,6,633.6666666666666,0.0,10.0,33.0
weekdays,1045,803,922,374.12798264642083,0.0,6.0,14.0
weekdays,1045,804,31,706.9354838709677,0.0,11.0,46.0
weekdays,1045,806,420,358.1690476190476,0.0,5.0,58.0
weekdays,1045,807,13,1043.3076923076924,0.0,17.0,23.0
weekdays,1045,808,129,350.2403100775194,0.0,5.0,50.0
weekdays,1045,809,157,854.4394904458599,0.0,14.0,14.0
weekdays,1045,810,46,782.0869565217391,0.0,13.0,2.0
weekdays,1045,811,68,888.2352941176471,0.0,14.0,48.0
weekdays,1045,812,91,651.1648351648352,0.0,10.0,51.0
weekdays,1045,814,280,481.9607142857143,0.0,8.0,1.0
weekdays,1045,815,46,1204.2608695652175,0.0,20.0,4.0
weekdays,1045,816,46,631.0869565217391,0.0,10.0,31.0
weekdays,1045,817,161,598.0869565217391,0.0,9.0,58.0
weekdays,1045,818,76,1226.578947368421,0.0,20.0,26.0
weekdays,1045,819,40,666.875,0.0,11.0,6.0
weekdays,1045,908,48,604.7083333333334,0.0,10.0,4.0
weekdays,1045,1043,193,567.6476683937824,0.0,9.0,27.0
weekdays,1045,1044,374,850.2139037433155,0.0,14.0,10.0
weekdays,1045,1045,569,717.7662565905097,0.0,11.0,57.0
weekdays,1045,1046,263,675.4106463878327,0.0,11.0,15.0
weekdays,1045,1047,1,470.0,0.0,7.0,50.0
weekdays,1045,1048,114,654.1052631578947,0.0,10.0,54.0
weekdays,1045,1049,83,633.0120481927711,0.0,10.0,33.0
weekdays,1045,1816,119,816.6218487394958,0.0,13.0,36.0
weekdays,1045,1887,24,462.0416666666667,0.0,7.0,42.0
weekdays,1045,1888,13,1005.2307692307693,0.0,16.0,45.0
weekdays,1045,1889,66,937.8939393939394,0.0,15.0,37.0
weekdays,1045,1890,14,1352.9285714285713,0.0,22.0,32.0
weekdays,1045,1891,30,620.1666666666666,0.0,10.0,20.0
weekdays,1045,1892,194,614.3092783505155,0.0,10.0,14.0
weekdays,1045,1893,99,697.5757575757576,0.0,11.0,37.0
weekdays,1045,1894,28,884.0357142857143,0.0,14.0,44.0
weekdays,1045,1895,41,848.5121951219512,0.0,14.0,8.0
weekdays,1045,1896,7,934.2857142857143,0.0,15.0,34.0
weekdays,1045,1897,33,993.3030303030303,0.0,16.0,33.0
weekdays,1045,1898,12,865.3333333333334,0.0,14.0,25.0
weekdays,1045,1899,4,912.25,0.0,15.0,12.0
weekdays,1045,1900,21,611.0,0.0,10.0,11.0
weekdays,1046,2,165,361.1757575757576,0.0,6.0,1.0
weekdays,1046,3,80,1012.95,0.0,16.0,52.0
weekdays,1046,5,188,750.6542553191489,0.0,12.0,30.0
weekdays,1046,7,169,429.8816568047337,0.0,7.0,9.0
weekdays,1046,8,391,382.50383631713555,0.0,6.0,22.0
weekdays,1046,22,139,551.5395683453237,0.0,9.0,11.0
weekdays,1046,24,50,718.54,0.0,11.0,58.0
weekdays,1046,33,13,464.84615384615387,0.0,7.0,44.0
weekdays,1046,34,86,368.45348837209303,0.0,6.0,8.0
weekdays,1046,36,381,295.87926509186354,0.0,4.0,55.0
weekdays,1046,49,46,669.6739130434783,0.0,11.0,9.0
weekdays,1046,58,72,1591.0555555555557,0.0,26.0,31.0
weekdays,1046,69,385,320.9922077922078,0.0,5.0,20.0
weekdays,1046,70,47,801.7234042553191,0.0,13.0,21.0
weekdays,1046,75,21,1454.904761904762,0.0,24.0,14.0
weekdays,1046,82,398,442.8542713567839,0.0,7.0,22.0
weekdays,1046,83,79,769.8227848101266,0.0,12.0,49.0
weekdays,1046,87,101,931.8316831683169,0.0,15.0,31.0
weekdays,1046,98,106,418.1792452830189,0.0,6.0,58.0
weekdays,1046,116,42,804.5238095238095,0.0,13.0,24.0
weekdays,1046,117,28,1243.9285714285713,0.0,20.0,43.0
weekdays,1046,131,170,385.8764705882353,0.0,6.0,25.0
weekdays,1046,132,117,332.65811965811963,0.0,5.0,32.0
weekdays,1046,138,12,816.3333333333334,0.0,13.0,36.0
weekdays,1046,140,19,262.94736842105266,0.0,4.0,22.0
weekdays,1046,150,205,282.3414634146341,0.0,4.0,42.0
weekdays,1046,151,80,333.8625,0.0,5.0,33.0
weekdays,1046,156,217,408.53917050691246,0.0,6.0,48.0
weekdays,1046,157,59,794.3728813559322,0.0,13.0,14.0
weekdays,1046,212,0,,,,
weekdays,1046,214,337,449.6350148367953,0.0,7.0,29.0
weekdays,1046,215,20,738.5,0.0,12.0,18.0
weekdays,1046,216,55,500.1272727272727,0.0,8.0,20.0
weekdays,1046,217,184,583.070652173913,0.0,9.0,43.0
weekdays,1046,219,95,1090.3157894736842,0.0,18.0,10.0
weekdays,1046,220,294,536.9761904761905,0.0,8.0,56.0
weekdays,1046,221,147,867.3605442176871,0.0,14.0,27.0
weekdays,1046,222,89,884.5056179775281,0.0,14.0,44.0
weekdays,1046,223,191,792.4397905759163,0.0,13.0,12.0
weekdays,1046,298,28,455.35714285714283,0.0,7.0,35.0
weekdays,1046,301,105,279.81904761904764,0.0,4.0,39.0
weekdays,1046,367,368,440.4048913043478,0.0,7.0,20.0
weekdays,1046,368,130,740.4538461538461,0.0,12.0,20.0
weekdays,1046,638,186,512.0430107526881,0.0,8.0,32.0
weekdays,1046,639,177,520.4067796610169,0.0,8.0,40.0
weekdays,1046,640,26,414.3076923076923,0.0,6.0,54.0
weekdays,1046,641,140,337.4,0.0,5.0,37.0
weekdays,1046,642,35,292.54285714285714,0.0,4.0,52.0
weekdays,1046,644,161,652.2360248447205,0.0,10.0,52.0
weekdays,1046,645,173,748.9248554913295,0.0,12.0,28.0
weekdays,1046,646,495,530.7313131313132,0.0,8.0,50.0
weekdays,1046,647,260,468.0423076923077,0.0,7.0,48.0
weekdays,1046,788,100,765.43,0.0,12.0,45.0
weekdays,1046,789,138,563.8188405797101,0.0,9.0,23.0
weekdays,1046,790,57,635.3157894736842,0.0,10.0,35.0
weekdays,1046,791,58,496.44827586206895,0.0,8.0,16.0
weekdays,1046,792,283,635.0318021201414,0.0,10.0,35.0
weekdays,1046,793,74,640.7972972972973,0.0,10.0,40.0
weekdays,1046,794,38,1253.2631578947369,0.0,20.0,53.0
weekdays,1046,795,252,400.0436507936508,0.0,6.0,40.0
weekdays,1046,796,310,733.4,0.0,12.0,13.0
weekdays,1046,797,905,615.9116022099447,0.0,10.0,15.0
weekdays,1046,798,374,372.9251336898396,0.0,6.0,12.0
weekdays,1046,799,94,349.5744680851064,0.0,5.0,49.0
weekdays,1046,800,0,,,,
weekdays,1046,801,23,553.2173913043479,0.0,9.0,13.0
weekdays,1046,802,29,926.6206896551724,0.0,15.0,26.0
weekdays,1046,803,460,530.2347826086957,0.0,8.0,50.0
weekdays,1046,804,80,377.825,0.0,6.0,17.0
weekdays,1046,806,237,664.5443037974684,0.0,11.0,4.0
weekdays,1046,807,38,999.921052631579,0.0,16.0,39.0
weekdays,1046,808,16,985.125,0.0,16.0,25.0
weekdays,1046,809,539,374.97588126159553,0.0,6.0,14.0
weekdays,1046,810,39,874.4615384615385,0.0,14.0,34.0
weekdays,1046,811,365,464.7945205479452,0.0,7.0,44.0
weekdays,1046,812,105,702.7523809523809,0.0,11.0,42.0
weekdays,1046,814,289,621.2352941176471,0.0,10.0,21.0
weekdays,1046,815,299,665.886287625418,0.0,11.0,5.0
weekdays,1046,816,63,324.57142857142856,0.0,5.0,24.0
weekdays,1046,817,178,292.7977528089888,0.0,4.0,52.0
weekdays,1046,818,87,508.9425287356322,0.0,8.0,28.0
weekdays,1046,819,49,929.6326530612245,0.0,15.0,29.0
weekdays,1046,908,26,165.03846153846155,0.0,2.0,45.0
weekdays,1046,1043,143,729.9580419580419,0.0,12.0,9.0
weekdays,1046,1044,753,346.77290836653384,0.0,5.0,46.0
weekdays,1046,1045,189,642.8359788359788,0.0,10.0,42.0
weekdays,1046,1046,390,544.9051282051282,0.0,9.0,4.0
weekdays,1046,1047,2,817.0,0.0,13.0,37.0
weekdays,1046,1048,268,364.96268656716416,0.0,6.0,4.0
weekdays,1046,1049,191,274.79057591623035,0.0,4.0,34.0
weekdays,1046,1816,869,503.28768699654773,0.0,8.0,23.0
weekdays,1046,1887,48,395.375,0.0,6.0,35.0
weekdays,1046,1888,128,483.328125,0.0,8.0,3.0
weekdays,1046,1889,100,590.84,0.0,9.0,50.0
weekdays,1046,1890,33,1195.4848484848485,0.0,19.0,55.0
weekdays,1046,1891,4,422.5,0.0,7.0,2.0
weekdays,1046,1892,66,646.0454545454545,0.0,10.0,46.0
weekdays,1046,1893,149,383.40939597315435,0.0,6.0,23.0
weekdays,1046,1894,28,1112.1785714285713,0.0,18.0,32.0
weekdays,1046,1895,234,276.54273504273505,0.0,4.0,36.0
weekdays,1046,1896,16,883.0625,0.0,14.0,43.0
weekdays,1046,1897,85,807.5411764705882,0.0,13.0,27.0
weekdays,1046,1898,13,951.0769230769231,0.0,15.0,51.0
weekdays,1046,1899,28,920.5,0.0,15.0,20.0
weekdays,1046,1900,17,723.6470588235294,0.0,12.0,3.0
weekdays,1047,2,0,,,,
weekdays,1047,3,0,,,,
weekdays,1047,5,0,,,,
weekdays,1047,7,0,,,,
weekdays,1047,8,0,,,,
weekdays,1047,22,0,,,,
weekdays,1047,24,0,,,,
weekdays,1047,33,0,,,,
weekdays,1047,34,0,,,,
weekdays,1047,36,1,977.0,0.0,16.0,17.0
weekdays,1047,49,0,,,,
weekdays,1047,58,0,,,,
weekdays,1047,69,1,629.0,0.0,10.0,29.0
weekdays,1047,70,0,,,,
weekdays,1047,75,0,,,,
weekdays,1047,82,1,983.0,0.0,16.0,23.0
weekdays,1047,83,0,,,,
weekdays,1047,87,0,,,,
weekdays,1047,98,0,,,,
weekdays,1047,116,0,,,,
weekdays,1047,117,0,,,,
weekdays,1047,131,0,,,,
weekdays,1047,132,0,,,,
weekdays,1047,138,0,,,,
weekdays,1047,140,0,,,,
weekdays,1047,150,2,1166.5,0.0,19.0,26.0
weekdays,1047,151,0,,,,
weekdays,1047,156,0,,,,
weekdays,1047,157,2,793.0,0.0,13.0,13.0
weekdays,1047,212,0,,,,
weekdays,1047,214,0,,,,
weekdays,1047,215,0,,,,
weekdays,1047,216,0,,,,
weekdays,1047,217,0,,,,
weekdays,1047,219,0,,,,
weekdays,1047,220,0,,,,
weekdays,1047,221,0,,,,
weekdays,1047,222,0,,,,
weekdays,1047,223,0,,,,
weekdays,1047,298,0,,,,
weekdays,1047,301,0,,,,
weekdays,1047,367,0,,,,
weekdays,1047,368,0,,,,
weekdays,1047,638,0,,,,
weekdays,1047,639,0,,,,
weekdays,1047,640,0,,,,
weekdays,1047,641,0,,,,
weekdays,1047,642,0,,,,
weekdays,1047,644,0,,,,
weekdays,1047,645,2,561.0,0.0,9.0,21.0
weekdays,1047,646,0,,,,
weekdays,1047,647,0,,,,
weekdays,1047,788,0,,,,
weekdays,1047,789,0,,,,
weekdays,1047,790,0,,,,
weekdays,1047,791,1,1366.0,0.0,22.0,46.0
weekdays,1047,792,1,273.0,0.0,4.0,33.0
weekdays,1047,793,0,,,,
weekdays,1047,794,0,,,,
weekdays,1047,795,0,,,,
weekdays,1047,796,5,470.2,0.0,7.0,50.0
weekdays,1047,797,0,,,,
weekdays,1047,798,0,,,,
weekdays,1047,799,0,,,,
weekdays,1047,800,0,,,,
weekdays,1047,801,0,,,,
weekdays,1047,802,1,1041.0,0.0,17.0,21.0
weekdays,1047,803,2,474.0,0.0,7.0,54.0
weekdays,1047,804,0,,,,
weekdays,1047,806,2,365.0,0.0,6.0,5.0
weekdays,1047,807,0,,,,
weekdays,1047,808,0,,,,
