subset,,1,num_trips,avg_duration,hours,minutes,seconds
weekends,98,798,16,376.125,0.0,6.0,16.0
weekends,98,2,11,452.72727272727275,0.0,7.0,32.0
weekends,98,645,17,814.1176470588235,0.0,13.0,34.0
weekends,98,802,1,196.0,0.0,3.0,16.0
weekends,98,647,12,740.8333333333334,0.0,12.0,20.0
weekends,98,216,2,518.0,0.0,8.0,38.0
weekends,98,796,12,1086.6666666666667,0.0,18.0,6.0
weekends,98,801,9,827.8888888888889,0.0,13.0,47.0
weekends,98,1892,20,758.75,0.0,12.0,38.0
weekends,98,36,13,900.6923076923077,0.0,15.0,0.0
weekends,98,1889,0,,,,
weekends,98,1888,6,855.8333333333334,0.0,14.0,15.0
weekends,98,1891,6,495.3333333333333,0.0,8.0,15.0
weekends,98,70,2,542.5,0.0,9.0,2.0
weekends,98,1890,13,698.6923076923077,0.0,11.0,38.0
weekends,98,138,6,351.5,0.0,5.0,51.0
weekends,98,1887,7,325.85714285714283,0.0,5.0,25.0
weekends,98,1893,17,494.11764705882354,0.0,8.0,14.0
weekends,98,1894,0,,,,
weekends,98,1895,5,688.2,0.0,11.0,28.0
weekends,98,1899,0,,,,
weekends,98,1896,11,338.45454545454544,0.0,5.0,38.0
weekends,98,808,1,989.0,0.0,16.0,29.0
weekends,98,1898,2,1209.5,0.0,20.0,9.0
weekends,98,1897,0,,,,
weekends,98,1900,0,,,,
weekends,795,215,4,666.5,0.0,11.0,6.0
weekends,795,817,35,293.9142857142857,0.0,4.0,53.0
weekends,795,814,78,315.3333333333333,0.0,5.0,15.0
weekends,795,1048,28,1116.0,0.0,18.0,36.0
weekends,795,58,4,1141.5,0.0,19.0,1.0
weekends,795,638,19,667.7894736842105,0.0,11.0,7.0
weekends,795,1043,78,475.87179487179486,0.0,7.0,55.0
weekends,795,819,15,807.6666666666666,0.0,13.0,27.0
weekends,795,1045,31,352.4516129032258,0.0,5.0,52.0
weekends,795,367,79,653.2025316455696,0.0,10.0,53.0
weekends,795,7,7,484.2857142857143,0.0,8.0,4.0
weekends,795,8,31,643.2258064516129,0.0,10.0,43.0
weekends,795,794,13,687.7692307692307,0.0,11.0,27.0
weekends,795,75,3,1028.0,0.0,17.0,8.0
weekends,795,815,20,1192.0,0.0,19.0,52.0
weekends,795,151,5,540.8,0.0,9.0,0.0
weekends,795,1046,53,338.64150943396226,0.0,5.0,38.0
weekends,795,156,10,783.6,0.0,13.0,3.0
weekends,795,3,25,893.2,0.0,14.0,53.0
weekends,795,49,25,518.96,0.0,8.0,38.0
weekends,795,83,9,833.0,0.0,13.0,53.0
weekends,795,641,5,564.8,0.0,9.0,24.0
weekends,795,789,14,812.2142857142857,0.0,13.0,32.0
weekends,795,644,9,663.7777777777778,0.0,11.0,3.0
weekends,795,87,7,1227.4285714285713,0.0,20.0,27.0
weekends,795,220,37,850.4324324324324,0.0,14.0,10.0
weekends,795,809,49,1003.4285714285714,0.0,16.0,43.0
weekends,795,150,20,708.3,0.0,11.0,48.0
weekends,795,803,25,560.72,0.0,9.0,20.0
weekends,795,98,9,895.6666666666666,0.0,14.0,55.0
weekends,795,795,49,408.85714285714283,0.0,6.0,48.0
weekends,795,790,30,603.9333333333333,0.0,10.0,3.0
weekends,795,640,1,424.0,0.0,7.0,4.0
weekends,795,217,17,875.4705882352941,0.0,14.0,35.0
weekends,795,214,43,560.5348837209302,0.0,9.0,20.0
weekends,795,797,85,1014.7411764705882,0.0,16.0,54.0
weekends,795,221,12,1292.9166666666667,0.0,21.0,32.0
weekends,795,219,6,1084.8333333333333,0.0,18.0,4.0
weekends,795,140,4,684.25,0.0,11.0,24.0
weekends,795,799,2,834.0,0.0,13.0,54.0
weekends,795,132,37,199.86486486486487,0.0,3.0,19.0
weekends,795,116,1,1191.0,0.0,19.0,51.0
weekends,795,1044,220,428.25454545454545,0.0,7.0,8.0
weekends,795,117,5,712.8,0.0,11.0,52.0
weekends,795,222,13,712.5384615384615,0.0,11.0,52.0
weekends,795,788,18,483.0,0.0,8.0,3.0
weekends,795,806,50,366.96,0.0,6.0,6.0
weekends,795,24,8,372.625,0.0,6.0,12.0
weekends,795,792,80,406.6875,0.0,6.0,46.0
weekends,795,793,1,740.0,0.0,12.0,20.0
weekends,795,812,38,482.0,0.0,8.0,2.0
weekends,795,1047,0,,,,
weekends,795,5,75,510.41333333333336,0.0,8.0,30.0
weekends,795,157,65,412.0923076923077,0.0,6.0,52.0
weekends,795,810,27,288.77777777777777,0.0,4.0,48.0
weekends,795,34,16,442.125,0.0,7.0,22.0
weekends,795,908,12,304.9166666666667,0.0,5.0,4.0
weekends,795,816,9,427.3333333333333,0.0,7.0,7.0
weekends,795,69,36,524.7777777777778,0.0,8.0,44.0
weekends,795,301,3,261.6666666666667,0.0,4.0,21.0
weekends,795,642,0,,,,
weekends,795,131,13,695.4615384615385,0.0,11.0,35.0
weekends,795,33,0,,,,
weekends,795,791,1,490.0,0.0,8.0,10.0
weekends,795,298,3,610.0,0.0,10.0,10.0
weekends,795,800,0,,,,
weekends,795,804,26,447.7692307692308,0.0,7.0,27.0
weekends,795,818,15,887.2,0.0,14.0,47.0
weekends,795,1049,57,404.2280701754386,0.0,6.0,44.0
weekends,795,646,32,804.59375,0.0,13.0,24.0
weekends,795,639,8,1254.375,0.0,20.0,54.0
weekends,795,212,0,,,,
weekends,795,223,20,929.25,0.0,15.0,29.0
weekends,795,368,4,1202.5,0.0,20.0,2.0
weekends,795,807,1,922.0,0.0,15.0,22.0
weekends,795,22,1,853.0,0.0,14.0,13.0
weekends,795,1816,53,728.3396226415094,0.0,12.0,8.0
weekends,795,82,33,678.3636363636364,0.0,11.0,18.0
weekends,795,811,26,581.6538461538462,0.0,9.0,41.0
weekends,795,798,57,622.1929824561404,0.0,10.0,22.0
weekends,795,2,30,718.1,0.0,11.0,58.0
weekends,795,645,59,246.4915254237288,0.0,4.0,6.0
weekends,795,802,1,411.0,0.0,6.0,51.0
weekends,795,647,16,674.1875,0.0,11.0,14.0
weekends,795,216,1,3030.0,0.0,50.0,30.0
weekends,795,796,112,452.85714285714283,0.0,7.0,32.0
weekends,795,801,14,386.92857142857144,0.0,6.0,26.0
weekends,795,1892,28,447.42857142857144,0.0,7.0,27.0
weekends,795,36,27,515.4814814814815,0.0,8.0,35.0
weekends,795,1889,30,468.96666666666664,0.0,7.0,48.0
weekends,795,1888,2,2307.0,0.0,38.0,27.0
weekends,795,1891,1,573.0,0.0,9.0,33.0
weekends,795,70,8,501.25,0.0,8.0,21.0
weekends,795,1890,2,1461.5,0.0,24.0,21.0
weekends,795,138,1,423.0,0.0,7.0,3.0
weekends,795,1887,7,597.0,0.0,9.0,57.0
weekends,795,1893,32,436.25,0.0,7.0,16.0
weekends,795,1894,4,734.75,0.0,12.0,14.0
weekends,795,1895,16,537.625,0.0,8.0,57.0
weekends,795,1899,0,,,,
weekends,795,1896,3,835.3333333333334,0.0,13.0,55.0
weekends,795,808,9,660.0,0.0,11.0,0.0
weekends,795,1898,1,547.0,0.0,9.0,7.0
weekends,795,1897,29,663.8620689655172,0.0,11.0,3.0
weekends,795,1900,14,505.92857142857144,0.0,8.0,25.0
weekends,790,215,3,1094.3333333333333,0.0,18.0,14.0
weekends,790,817,6,548.6666666666666,0.0,9.0,8.0
weekends,790,814,52,589.4807692307693,0.0,9.0,49.0
weekends,790,1048,9,660.5555555555555,0.0,11.0,0.0
weekends,790,58,1,870.0,0.0,14.0,30.0
weekends,790,638,7,1433.4285714285713,0.0,23.0,53.0
weekends,790,1043,63,694.1746031746031,0.0,11.0,34.0
weekends,790,819,12,1208.4166666666667,0.0,20.0,8.0
weekends,790,1045,21,1356.904761904762,0.0,22.0,36.0
weekends,790,367,23,474.60869565217394,0.0,7.0,54.0
weekends,790,7,5,1729.6,0.0,28.0,49.0
weekends,790,8,20,480.95,0.0,8.0,0.0
weekends,790,794,12,964.5,0.0,16.0,4.0
weekends,790,75,23,1270.4782608695652,0.0,21.0,10.0
weekends,790,815,8,1416.375,0.0,23.0,36.0
weekends,790,151,3,1389.6666666666667,0.0,23.0,9.0
weekends,790,1046,13,1185.3846153846155,0.0,19.0,45.0
weekends,790,156,17,306.47058823529414,0.0,5.0,6.0
weekends,790,3,10,1488.9,0.0,24.0,48.0
weekends,790,49,5,521.4,0.0,8.0,41.0
weekends,790,83,2,2966.0,0.0,49.0,26.0
weekends,790,641,0,,,,
weekends,790,789,7,1014.7142857142857,0.0,16.0,54.0
weekends,790,644,7,1018.5714285714286,0.0,16.0,58.0
weekends,790,87,5,1034.8,0.0,17.0,14.0
weekends,790,220,39,641.1538461538462,0.0,10.0,41.0
weekends,790,809,15,941.2,0.0,15.0,41.0
weekends,790,150,11,427.09090909090907,0.0,7.0,7.0
weekends,790,803,52,811.9038461538462,0.0,13.0,31.0
weekends,790,98,7,1000.5714285714286,0.0,16.0,40.0
weekends,790,795,24,441.6666666666667,0.0,7.0,21.0
weekends,790,790,74,500.9054054054054,0.0,8.0,20.0
weekends,790,640,2,1709.5,0.0,28.0,29.0
weekends,790,217,10,654.3,0.0,10.0,54.0
weekends,790,214,28,660.6785714285714,0.0,11.0,0.0
weekends,790,797,235,642.9829787234042,0.0,10.0,42.0
weekends,790,221,10,1654.5,0.0,27.0,34.0
weekends,790,219,11,1243.909090909091,0.0,20.0,43.0
weekends,790,140,0,,,,
weekends,790,799,5,449.0,0.0,7.0,29.0
weekends,790,132,3,221.33333333333334,0.0,3.0,41.0
weekends,790,116,5,1800.0,0.0,30.0,0.0
weekends,790,1044,56,472.48214285714283,0.0,7.0,52.0
weekends,790,117,29,1055.2758620689656,0.0,17.0,35.0
weekends,790,222,4,1010.5,0.0,16.0,50.0
weekends,790,788,19,915.8947368421053,0.0,15.0,15.0
weekends,790,806,32,849.5,0.0,14.0,9.0
weekends,790,24,3,871.0,0.0,14.0,31.0
weekends,790,792,54,775.1296296296297,0.0,12.0,55.0
weekends,790,793,3,1230.3333333333333,0.0,20.0,30.0
weekends,790,812,28,831.5,0.0,13.0,51.0
weekends,790,1047,0,,,,
weekends,790,5,54,866.8333333333334,0.0,14.0,26.0
weekends,790,157,31,1624.0645161290322,0.0,27.0,4.0
weekends,790,810,13,152.6153846153846,0.0,2.0,32.0
weekends,790,34,19,328.8421052631579,0.0,5.0,28.0
weekends,790,908,3,417.6666666666667,0.0,6.0,57.0
weekends,790,816,8,154.375,0.0,2.0,34.0
weekends,790,69,23,336.82608695652175,0.0,5.0,36.0
weekends,790,301,2,224.5,0.0,3.0,44.0
weekends,790,642,1,441.0,0.0,7.0,21.0
weekends,790,131,4,496.25,0.0,8.0,16.0
weekends,790,33,0,,,,
weekends,790,791,0,,,,
weekends,790,298,0,,,,
weekends,790,800,0,,,,
weekends,790,804,2,373.5,0.0,6.0,13.0
weekends,790,818,6,494.3333333333333,0.0,8.0,14.0
weekends,790,1049,4,1471.0,0.0,24.0,31.0
weekends,790,646,38,760.1315789473684,0.0,12.0,40.0
weekends,790,639,15,545.4,0.0,9.0,5.0
weekends,790,212,0,,,,
weekends,790,223,11,1505.1818181818182,0.0,25.0,5.0
weekends,790,368,1,800.0,0.0,13.0,20.0
weekends,790,807,1,5117.0,1.0,25.0,17.0
weekends,790,22,12,631.9166666666666,0.0,10.0,31.0
weekends,790,1816,23,683.6086956521739,0.0,11.0,23.0
weekends,790,82,17,641.8235294117648,0.0,10.0,41.0
weekends,790,811,10,537.9,0.0,8.0,57.0
weekends,790,798,24,1335.2916666666667,0.0,22.0,15.0
weekends,790,2,11,290.72727272727275,0.0,4.0,50.0
weekends,790,645,24,1038.625,0.0,17.0,18.0
weekends,790,802,0,,,,
weekends,790,647,23,841.5217391304348,0.0,14.0,1.0
weekends,790,216,2,304.0,0.0,5.0,4.0
weekends,790,796,50,708.68,0.0,11.0,48.0
weekends,790,801,0,,,,
weekends,790,1892,14,879.3571428571429,0.0,14.0,39.0
weekends,790,36,25,483.4,0.0,8.0,3.0
weekends,790,1889,32,577.6875,0.0,9.0,37.0
weekends,790,1888,7,522.0,0.0,8.0,42.0
weekends,790,1891,0,,,,
weekends,790,70,3,858.6666666666666,0.0,14.0,18.0
weekends,790,1890,2,1586.0,0.0,26.0,26.0
weekends,790,138,0,,,,
weekends,790,1887,1,653.0,0.0,10.0,53.0
weekends,790,1893,10,535.0,0.0,8.0,55.0
weekends,790,1894,8,1136.75,0.0,18.0,56.0
weekends,790,1895,13,437.46153846153845,0.0,7.0,17.0
weekends,790,1899,3,682.0,0.0,11.0,22.0
weekends,790,1896,2,750.5,0.0,12.0,30.0
weekends,790,808,0,,,,
weekends,790,1898,10,1049.5,0.0,17.0,29.0
weekends,790,1897,15,1189.1333333333334,0.0,19.0,49.0
weekends,790,1900,5,1114.4,0.0,18.0,34.0
weekends,640,215,2,1673.5,0.0,27.0,53.0
weekends,640,817,3,175.33333333333334,0.0,2.0,55.0
weekends,640,814,5,615.2,0.0,10.0,15.0
weekends,640,1048,9,216.77777777777777,0.0,3.0,36.0
weekends,640,58,1,1023.0,0.0,17.0,3.0
weekends,640,638,5,495.0,0.0,8.0,15.0
weekends,640,1043,6,717.1666666666666,0.0,11.0,57.0
weekends,640,819,0,,,,
weekends,640,1045,6,690.6666666666666,0.0,11.0,30.0
weekends,640,367,11,623.2727272727273,0.0,10.0,23.0
weekends,640,7,10,802.8,0.0,13.0,22.0
weekends,640,8,10,343.1,0.0,5.0,43.0
weekends,640,794,3,925.6666666666666,0.0,15.0,25.0
weekends,640,75,5,927.2,0.0,15.0,27.0
weekends,640,815,3,1145.3333333333333,0.0,19.0,5.0
weekends,640,151,1,221.0,0.0,3.0,41.0
weekends,640,1046,2,339.0,0.0,5.0,39.0
weekends,640,156,4,608.5,0.0,10.0,8.0
weekends,640,3,7,1277.4285714285713,0.0,21.0,17.0
weekends,640,49,9,530.4444444444445,0.0,8.0,50.0
weekends,640,83,8,537.75,0.0,8.0,57.0
weekends,640,641,1,607.0,0.0,10.0,7.0
weekends,640,789,5,794.8,0.0,13.0,14.0
weekends,640,644,3,500.3333333333333,0.0,8.0,20.0
weekends,640,87,1,641.0,0.0,10.0,41.0
weekends,640,220,13,507.9230769230769,0.0,8.0,27.0
weekends,640,809,13,282.2307692307692,0.0,4.0,42.0
weekends,640,150,2,723.0,0.0,12.0,3.0
weekends,640,803,17,909.0588235294117,0.0,15.0,9.0
weekends,640,98,2,461.0,0.0,7.0,41.0
weekends,640,795,4,410.0,0.0,6.0,50.0
weekends,640,790,1,851.0,0.0,14.0,11.0
weekends,640,640,21,263.6666666666667,0.0,4.0,23.0
weekends,640,217,2,481.0,0.0,8.0,1.0
weekends,640,214,7,422.42857142857144,0.0,7.0,2.0
weekends,640,797,12,984.8333333333334,0.0,16.0,24.0
weekends,640,221,5,973.0,0.0,16.0,13.0
weekends,640,219,4,1229.25,0.0,20.0,29.0
weekends,640,140,1,291.0,0.0,4.0,51.0
weekends,640,799,3,260.6666666666667,0.0,4.0,20.0
weekends,640,132,1,335.0,0.0,5.0,35.0
weekends,640,116,3,1175.3333333333333,0.0,19.0,35.0
weekends,640,1044,10,942.1,0.0,15.0,42.0
weekends,640,117,10,660.6,0.0,11.0,0.0
weekends,640,222,2,416.0,0.0,6.0,56.0
weekends,640,788,6,469.3333333333333,0.0,7.0,49.0
weekends,640,806,7,660.5714285714286,0.0,11.0,0.0
weekends,640,24,4,834.5,0.0,13.0,54.0
weekends,640,792,7,615.8571428571429,0.0,10.0,15.0
weekends,640,793,1,1333.0,0.0,22.0,13.0
weekends,640,812,1,602.0,0.0,10.0,2.0
weekends,640,1047,0,,,,
weekends,640,5,9,761.7777777777778,0.0,12.0,41.0
weekends,640,157,8,631.375,0.0,10.0,31.0
weekends,640,810,0,,,,
weekends,640,34,1,320.0,0.0,5.0,20.0
weekends,640,908,2,558.5,0.0,9.0,18.0
weekends,640,816,4,419.5,0.0,6.0,59.0
weekends,640,69,11,455.1818181818182,0.0,7.0,35.0
weekends,640,301,8,248.875,0.0,4.0,8.0
weekends,640,642,8,191.0,0.0,3.0,11.0
weekends,640,131,3,218.66666666666666,0.0,3.0,38.0
weekends,640,33,3,1225.6666666666667,0.0,20.0,25.0
weekends,640,791,2,248.0,0.0,4.0,8.0
weekends,640,298,5,171.8,0.0,2.0,51.0
weekends,640,800,0,,,,
weekends,640,804,3,571.6666666666666,0.0,9.0,31.0
weekends,640,818,0,,,,
weekends,640,1049,2,1703.0,0.0,28.0,23.0
weekends,640,646,9,496.1111111111111,0.0,8.0,16.0
weekends,640,639,3,368.3333333333333,0.0,6.0,8.0
weekends,640,212,0,,,,
weekends,640,223,3,595.3333333333334,0.0,9.0,55.0
weekends,640,368,0,,,,
weekends,640,807,1,1074.0,0.0,17.0,54.0
weekends,640,22,4,664.5,0.0,11.0,4.0
weekends,640,1816,13,407.7692307692308,0.0,6.0,47.0
weekends,640,82,6,304.6666666666667,0.0,5.0,4.0
weekends,640,811,2,1027.5,0.0,17.0,7.0
weekends,640,798,8,357.25,0.0,5.0,57.0
weekends,640,2,3,334.0,0.0,5.0,34.0
weekends,640,645,19,561.8421052631579,0.0,9.0,21.0
weekends,640,802,0,,,,
weekends,640,647,2,443.5,0.0,7.0,23.0
weekends,640,216,2,225.5,0.0,3.0,45.0
weekends,640,796,25,462.64,0.0,7.0,42.0
weekends,640,801,12,275.75,0.0,4.0,35.0
weekends,640,1892,20,345.35,0.0,5.0,45.0
weekends,640,36,4,652.75,0.0,10.0,52.0
weekends,640,1889,0,,,,
weekends,640,1888,0,,,,
weekends,640,1891,1,1656.0,0.0,27.0,36.0
weekends,640,70,2,377.0,0.0,6.0,17.0
weekends,640,1890,3,1245.3333333333333,0.0,20.0,45.0
weekends,640,138,2,511.0,0.0,8.0,31.0
weekends,640,1887,4,335.25,0.0,5.0,35.0
weekends,640,1893,8,237.125,0.0,3.0,57.0
weekends,640,1894,0,,,,
weekends,640,1895,5,605.2,0.0,10.0,5.0
weekends,640,1899,0,,,,
weekends,640,1896,2,1158.5,0.0,19.0,18.0
weekends,640,808,0,,,,
weekends,640,1898,0,,,,
weekends,640,1897,1,692.0,0.0,11.0,32.0
weekends,640,1900,0,,,,
weekends,217,215,0,,,,
weekends,217,817,36,656.5,0.0,10.0,56.0
weekends,217,814,6,1054.6666666666667,0.0,17.0,34.0
weekends,217,1048,26,411.1923076923077,0.0,6.0,51.0
weekends,217,58,0,,,,
weekends,217,638,31,377.4193548387097,0.0,6.0,17.0
weekends,217,1043,2,4188.5,1.0,9.0,48.0
weekends,217,819,2,1433.0,0.0,23.0,53.0
weekends,217,1045,5,1505.6,0.0,25.0,5.0
weekends,217,367,62,480.64516129032256,0.0,8.0,0.0
weekends,217,7,1,415.0,0.0,6.0,55.0
weekends,217,8,64,375.90625,0.0,6.0,15.0
weekends,217,794,4,1843.25,0.0,30.0,43.0
weekends,217,75,0,,,,
weekends,217,815,22,825.3181818181819,0.0,13.0,45.0
weekends,217,151,7,760.7142857142857,0.0,12.0,40.0
weekends,217,1046,36,529.6388888888889,0.0,8.0,49.0
weekends,217,156,4,626.0,0.0,10.0,26.0
weekends,217,3,1,1518.0,0.0,25.0,18.0
weekends,217,49,29,886.4137931034483,0.0,14.0,46.0
weekends,217,83,4,776.25,0.0,12.0,56.0
weekends,217,641,10,345.6,0.0,5.0,45.0
weekends,217,789,9,1344.6666666666667,0.0,22.0,24.0
weekends,217,644,32,366.09375,0.0,6.0,6.0
weekends,217,87,12,1248.3333333333333,0.0,20.0,48.0
weekends,217,220,129,445.0,0.0,7.0,25.0
weekends,217,809,82,324.2317073170732,0.0,5.0,24.0
weekends,217,150,37,419.64864864864865,0.0,6.0,59.0
weekends,217,803,11,807.5454545454545,0.0,13.0,27.0
weekends,217,98,5,1315.0,0.0,21.0,55.0
weekends,217,795,4,724.5,0.0,12.0,4.0
weekends,217,790,28,482.0357142857143,0.0,8.0,2.0
weekends,217,640,1,566.0,0.0,9.0,26.0
weekends,217,217,52,696.4038461538462,0.0,11.0,36.0
weekends,217,214,13,564.9230769230769,0.0,9.0,24.0
weekends,217,797,14,1015.4285714285714,0.0,16.0,55.0
weekends,217,221,24,885.4166666666666,0.0,14.0,45.0
weekends,217,219,10,1862.2,0.0,31.0,2.0
weekends,217,140,3,1097.6666666666667,0.0,18.0,17.0
weekends,217,799,11,869.0,0.0,14.0,29.0
weekends,217,132,12,620.9166666666666,0.0,10.0,20.0
weekends,217,116,1,984.0,0.0,16.0,24.0
weekends,217,1044,36,530.9444444444445,0.0,8.0,50.0
weekends,217,117,3,2053.6666666666665,0.0,34.0,13.0
weekends,217,222,1,706.0,0.0,11.0,46.0
weekends,217,788,2,1535.5,0.0,25.0,35.0
weekends,217,806,7,1007.5714285714286,0.0,16.0,47.0
weekends,217,24,1,928.0,0.0,15.0,28.0
weekends,217,792,11,804.7272727272727,0.0,13.0,24.0
weekends,217,793,0,,,,
weekends,217,812,3,1104.3333333333333,0.0,18.0,24.0
weekends,217,1047,0,,,,
weekends,217,5,4,1931.5,0.0,32.0,11.0
weekends,217,157,17,699.7647058823529,0.0,11.0,39.0
weekends,217,810,2,443.5,0.0,7.0,23.0
weekends,217,34,1,2542.0,0.0,42.0,22.0
weekends,217,908,7,763.7142857142857,0.0,12.0,43.0
weekends,217,816,6,564.1666666666666,0.0,9.0,24.0
weekends,217,69,19,574.0526315789474,0.0,9.0,34.0
weekends,217,301,7,1491.4285714285713,0.0,24.0,51.0
weekends,217,642,0,,,,
weekends,217,131,6,895.8333333333334,0.0,14.0,55.0
weekends,217,33,0,,,,
weekends,217,791,5,558.0,0.0,9.0,18.0
weekends,217,298,0,,,,
weekends,217,800,0,,,,
weekends,217,804,4,378.5,0.0,6.0,18.0
weekends,217,818,14,383.0,0.0,6.0,23.0
weekends,217,1049,16,411.75,0.0,6.0,51.0
weekends,217,646,55,685.5454545454545,0.0,11.0,25.0
weekends,217,639,35,463.62857142857143,0.0,7.0,43.0
weekends,217,212,0,,,,
weekends,217,223,33,643.3030303030303,0.0,10.0,43.0
weekends,217,368,9,1421.0,0.0,23.0,41.0
weekends,217,807,9,1221.0,0.0,20.0,21.0
weekends,217,22,8,675.625,0.0,11.0,15.0
weekends,217,1816,24,1428.0416666666667,0.0,23.0,48.0
weekends,217,82,47,194.31914893617022,0.0,3.0,14.0
weekends,217,811,96,319.4479166666667,0.0,5.0,19.0
weekends,217,798,38,332.42105263157896,0.0,5.0,32.0
weekends,217,2,20,426.4,0.0,7.0,6.0
weekends,217,645,12,850.8333333333334,0.0,14.0,10.0
weekends,217,802,0,,,,
weekends,217,647,8,2361.375,0.0,39.0,21.0
weekends,217,216,2,899.0,0.0,14.0,59.0
weekends,217,796,7,1208.142857142857,0.0,20.0,8.0
weekends,217,801,5,844.0,0.0,14.0,4.0
weekends,217,1892,8,1037.5,0.0,17.0,17.0
weekends,217,36,23,465.69565217391306,0.0,7.0,45.0
weekends,217,1889,4,1293.0,0.0,21.0,33.0
weekends,217,1888,4,1738.25,0.0,28.0,58.0
weekends,217,1891,1,628.0,0.0,10.0,28.0
weekends,217,70,7,523.8571428571429,0.0,8.0,43.0
weekends,217,1890,1,658.0,0.0,10.0,58.0
weekends,217,138,2,948.5,0.0,15.0,48.0
weekends,217,1887,7,361.42857142857144,0.0,6.0,1.0
weekends,217,1893,10,437.7,0.0,7.0,17.0
weekends,217,1894,1,2091.0,0.0,34.0,51.0
weekends,217,1895,5,443.2,0.0,7.0,23.0
weekends,217,1899,3,929.3333333333334,0.0,15.0,29.0
weekends,217,1896,4,582.75,0.0,9.0,42.0
weekends,217,808,0,,,,
weekends,217,1898,0,,,,
weekends,217,1897,1,1451.0,0.0,24.0,11.0
weekends,217,1900,0,,,,
weekends,214,215,1,1256.0,0.0,20.0,56.0
weekends,214,817,53,362.1509433962264,0.0,6.0,2.0
weekends,214,814,34,839.0882352941177,0.0,13.0,59.0
weekends,214,1048,31,548.2258064516129,0.0,9.0,8.0
weekends,214,58,2,3834.5,1.0,3.0,54.0
weekends,214,638,30,504.96666666666664,0.0,8.0,24.0
weekends,214,1043,10,1131.5,0.0,18.0,51.0
weekends,214,819,2,1238.5,0.0,20.0,38.0
weekends,214,1045,41,677.170731707317,0.0,11.0,17.0
weekends,214,367,51,703.1372549019608,0.0,11.0,43.0
weekends,214,7,19,482.4736842105263,0.0,8.0,2.0
weekends,214,8,27,665.6296296296297,0.0,11.0,5.0
weekends,214,794,7,893.0,0.0,14.0,53.0
weekends,214,75,5,1187.0,0.0,19.0,47.0
weekends,214,815,40,776.0,0.0,12.0,56.0
weekends,214,151,14,372.42857142857144,0.0,6.0,12.0
weekends,214,1046,61,538.0819672131148,0.0,8.0,58.0
weekends,214,156,30,864.7666666666667,0.0,14.0,24.0
weekends,214,3,21,1496.7142857142858,0.0,24.0,56.0
weekends,214,49,78,406.20512820512823,0.0,6.0,46.0
weekends,214,83,99,570.3737373737374,0.0,9.0,30.0
weekends,214,641,9,431.0,0.0,7.0,11.0
weekends,214,789,32,901.84375,0.0,15.0,1.0
weekends,214,644,18,765.7777777777778,0.0,12.0,45.0
weekends,214,87,16,1070.9375,0.0,17.0,50.0
weekends,214,220,99,410.030303030303,0.0,6.0,50.0
weekends,214,809,48,419.9166666666667,0.0,6.0,59.0
weekends,214,150,54,334.5,0.0,5.0,34.0
weekends,214,803,43,868.4186046511628,0.0,14.0,28.0
weekends,214,98,10,931.5,0.0,15.0,31.0
weekends,214,795,32,621.34375,0.0,10.0,21.0
weekends,214,790,24,455.7083333333333,0.0,7.0,35.0
weekends,214,640,2,762.0,0.0,12.0,42.0
weekends,214,217,8,737.5,0.0,12.0,17.0
weekends,214,214,130,1216.2384615384615,0.0,20.0,16.0
weekends,214,797,51,3576.5098039215686,0.0,59.0,36.0
weekends,214,221,39,1063.5641025641025,0.0,17.0,43.0
weekends,214,219,34,1013.4117647058823,0.0,16.0,53.0
weekends,214,140,0,,,,
weekends,214,799,1,279.0,0.0,4.0,39.0
weekends,214,132,89,410.438202247191,0.0,6.0,50.0
weekends,214,116,2,1729.0,0.0,28.0,49.0
weekends,214,1044,86,746.3488372093024,0.0,12.0,26.0
weekends,214,117,10,1027.7,0.0,17.0,7.0
weekends,214,222,11,885.3636363636364,0.0,14.0,45.0
weekends,214,788,21,881.047619047619,0.0,14.0,41.0
weekends,214,806,13,973.6923076923077,0.0,16.0,13.0
weekends,214,24,8,940.25,0.0,15.0,40.0
weekends,214,792,58,1063.5689655172414,0.0,17.0,43.0
weekends,214,793,8,1216.75,0.0,20.0,16.0
weekends,214,812,19,3504.7368421052633,0.0,58.0,24.0
weekends,214,1047,0,,,,
weekends,214,5,30,1180.4333333333334,0.0,19.0,40.0
weekends,214,157,37,540.0540540540541,0.0,9.0,0.0
weekends,214,810,8,2822.625,0.0,47.0,2.0
weekends,214,34,6,619.1666666666666,0.0,10.0,19.0
weekends,214,908,17,588.3529411764706,0.0,9.0,48.0
weekends,214,816,8,470.5,0.0,7.0,50.0
weekends,214,69,94,528.2340425531914,0.0,8.0,48.0
weekends,214,301,21,501.6666666666667,0.0,8.0,21.0
weekends,214,642,13,593.6153846153846,0.0,9.0,53.0
weekends,214,131,28,323.82142857142856,0.0,5.0,23.0
weekends,214,33,5,1495.6,0.0,24.0,55.0
weekends,214,791,7,371.57142857142856,0.0,6.0,11.0
weekends,214,298,1,1135.0,0.0,18.0,55.0
weekends,214,800,0,,,,
weekends,214,804,6,853.3333333333334,0.0,14.0,13.0
weekends,214,818,19,280.0,0.0,4.0,40.0
weekends,214,1049,56,373.625,0.0,6.0,13.0
weekends,214,646,61,488.8032786885246,0.0,8.0,8.0
weekends,214,639,27,566.5555555555555,0.0,9.0,26.0
weekends,214,212,0,,,,
weekends,214,223,17,1108.6470588235295,0.0,18.0,28.0
